sequence_id,frame_id,actor_id,motion_type,joint_name,x,y,z,servo_1_pos,servo_2_pos,servo_3_pos,torque_1,torque_2,torque_3,motion_quality_score
8,22,actor_04,jumping,Head,-0.213,1.599,-0.869,22.21,87.49,5.85,0.15,0.144,0.374,0.779
8,22,actor_04,jumping,Spine,0.546,1.552,-0.535,36.47,15.96,88.6,0.152,0.418,0.26,0.779
8,22,actor_04,jumping,LeftHand,-0.576,1.187,-0.144,86.42,56.95,77.38,0.375,0.407,0.371,0.779
8,22,actor_04,jumping,RightHand,-0.507,1.524,-0.078,0.82,28.27,81.2,0.341,0.223,0.463,0.779
8,22,actor_04,jumping,LeftFoot,-0.321,1.425,0.264,65.55,7.27,25.41,0.13,0.227,0.255,0.779
8,22,actor_04,jumping,RightFoot,0.11,1.572,0.191,1.78,78.38,41.7,0.419,0.328,0.38,0.779
8,23,actor_04,jumping,Head,0.835,1.446,0.007,27.58,27.84,47.11,0.193,0.182,0.388,0.779
8,23,actor_04,jumping,Spine,-0.056,1.496,0.206,88.63,51.94,21.59,0.497,0.289,0.233,0.779
8,23,actor_04,jumping,LeftHand,0.196,1.267,-1.257,9.11,53.52,25.65,0.381,0.118,0.146,0.779
8,23,actor_04,jumping,RightHand,-0.287,1.101,0.335,30.81,10.29,52.72,0.276,0.437,0.401,0.779
8,23,actor_04,jumping,LeftFoot,-1.046,1.783,0.379,77.96,86.82,27.0,0.467,0.221,0.24,0.779
8,23,actor_04,jumping,RightFoot,0.742,1.321,0.406,66.23,46.28,47.31,0.206,0.484,0.13,0.779
8,24,actor_04,jumping,Head,-0.492,1.191,0.746,28.83,10.12,26.53,0.464,0.229,0.14,0.779
8,24,actor_04,jumping,Spine,-0.019,1.646,0.305,2.3,23.0,68.51,0.484,0.257,0.438,0.779
8,24,actor_04,jumping,LeftHand,-0.435,1.368,0.453,16.98,75.64,7.53,0.414,0.267,0.421,0.779
8,24,actor_04,jumping,RightHand,0.239,1.11,0.981,66.63,76.95,20.66,0.265,0.309,0.406,0.779
8,24,actor_04,jumping,LeftFoot,-0.277,1.799,0.165,58.27,43.22,22.82,0.202,0.206,0.415,0.779
8,24,actor_04,jumping,RightFoot,0.11,1.418,-0.069,8.03,16.89,77.11,0.267,0.421,0.263,0.779
8,25,actor_04,jumping,Head,0.361,1.196,-0.08,13.51,52.13,70.65,0.24,0.131,0.395,0.779
8,25,actor_04,jumping,Spine,0.047,1.363,-0.155,79.82,45.13,41.19,0.487,0.145,0.389,0.779
8,25,actor_04,jumping,LeftHand,0.357,1.6,-0.387,62.2,84.71,44.76,0.46,0.201,0.424,0.779
8,25,actor_04,jumping,RightHand,0.265,1.854,0.362,48.32,55.25,56.25,0.342,0.421,0.26,0.779
8,25,actor_04,jumping,LeftFoot,0.518,1.595,-0.233,80.08,31.47,59.36,0.173,0.374,0.124,0.779
8,25,actor_04,jumping,RightFoot,0.923,1.36,-0.544,56.44,27.96,79.25,0.449,0.469,0.252,0.779
8,26,actor_04,jumping,Head,-0.611,1.214,0.337,27.33,52.97,43.49,0.495,0.445,0.426,0.779
8,26,actor_04,jumping,Spine,0.169,1.351,0.673,66.69,31.12,23.13,0.243,0.422,0.236,0.779
8,26,actor_04,jumping,LeftHand,-0.339,1.424,0.438,23.43,32.29,32.23,0.47,0.429,0.197,0.779
8,26,actor_04,jumping,RightHand,-0.55,1.318,0.247,20.44,33.35,62.42,0.45,0.365,0.28,0.779
8,26,actor_04,jumping,LeftFoot,-0.414,1.645,-0.515,8.54,20.73,64.34,0.219,0.432,0.34,0.779
8,26,actor_04,jumping,RightFoot,-0.502,1.491,-0.152,32.73,11.56,53.95,0.362,0.285,0.265,0.779
8,27,actor_04,jumping,Head,-0.077,1.48,-0.188,12.62,64.79,75.79,0.39,0.153,0.182,0.779
8,27,actor_04,jumping,Spine,-0.36,1.462,-0.605,25.79,33.52,56.39,0.216,0.27,0.43,0.779
8,27,actor_04,jumping,LeftHand,-0.206,1.726,0.079,41.91,40.49,42.83,0.281,0.225,0.181,0.779
8,27,actor_04,jumping,RightHand,0.134,1.222,0.714,13.15,48.3,84.02,0.374,0.476,0.393,0.779
8,27,actor_04,jumping,LeftFoot,0.511,1.69,-0.125,75.74,35.63,8.05,0.459,0.169,0.157,0.779
8,27,actor_04,jumping,RightFoot,0.376,1.593,0.396,55.79,72.19,34.72,0.397,0.205,0.342,0.779
8,28,actor_04,jumping,Head,-0.385,1.092,0.415,84.87,22.58,54.31,0.111,0.16,0.478,0.779
8,28,actor_04,jumping,Spine,0.543,1.471,0.169,65.08,47.44,78.65,0.466,0.357,0.32,0.779
8,28,actor_04,jumping,LeftHand,0.305,1.581,0.048,88.91,66.89,57.38,0.349,0.47,0.129,0.779
8,28,actor_04,jumping,RightHand,-0.305,1.115,0.387,15.88,22.96,38.52,0.434,0.438,0.306,0.779
8,28,actor_04,jumping,LeftFoot,0.125,1.471,-0.029,58.04,1.14,82.1,0.49,0.189,0.486,0.779
8,28,actor_04,jumping,RightFoot,0.003,1.328,0.312,30.52,80.12,86.92,0.265,0.106,0.31,0.779
8,29,actor_04,jumping,Head,-0.704,1.692,0.106,27.82,77.69,58.8,0.239,0.24,0.391,0.779
8,29,actor_04,jumping,Spine,-1.086,1.991,0.09,39.05,31.26,15.25,0.119,0.26,0.202,0.779
8,29,actor_04,jumping,LeftHand,-0.187,1.289,0.262,83.06,1.11,44.37,0.193,0.432,0.122,0.779
8,29,actor_04,jumping,RightHand,0.463,1.781,-0.053,78.34,62.73,41.88,0.31,0.201,0.283,0.779
8,29,actor_04,jumping,LeftFoot,0.311,1.577,0.109,63.1,8.69,7.86,0.426,0.158,0.321,0.779
8,29,actor_04,jumping,RightFoot,0.254,1.709,0.297,50.87,35.37,73.57,0.163,0.367,0.331,0.779
8,30,actor_04,jumping,Head,-0.332,1.398,-0.204,5.38,6.01,3.67,0.49,0.161,0.414,0.779
8,30,actor_04,jumping,Spine,1.114,1.556,0.348,14.65,57.68,8.05,0.121,0.289,0.206,0.779
8,30,actor_04,jumping,LeftHand,-0.171,1.371,-0.371,28.4,60.58,88.86,0.24,0.456,0.246,0.779
8,30,actor_04,jumping,RightHand,-0.753,1.371,0.704,82.53,66.91,35.98,0.191,0.379,0.361,0.779
8,30,actor_04,jumping,LeftFoot,1.152,1.294,-0.331,45.58,3.35,32.82,0.264,0.473,0.111,0.779
8,30,actor_04,jumping,RightFoot,-0.129,1.788,-0.689,61.1,75.11,70.32,0.136,0.425,0.499,0.779
8,31,actor_04,jumping,Head,-0.003,1.554,-0.002,82.36,43.43,11.77,0.358,0.21,0.363,0.779
8,31,actor_04,jumping,Spine,-0.014,1.248,-0.568,82.99,16.62,54.98,0.465,0.283,0.263,0.779
8,31,actor_04,jumping,LeftHand,0.66,1.688,-0.658,32.36,11.0,41.02,0.15,0.456,0.446,0.779
8,31,actor_04,jumping,RightHand,-0.582,1.519,0.396,18.38,87.22,83.24,0.429,0.196,0.412,0.779
8,31,actor_04,jumping,LeftFoot,0.267,1.202,-0.051,10.39,23.02,64.08,0.206,0.244,0.421,0.779
8,31,actor_04,jumping,RightFoot,0.117,1.477,0.138,54.26,6.37,8.91,0.463,0.284,0.123,0.779
8,32,actor_04,jumping,Head,-0.411,1.402,-0.371,69.7,78.48,78.3,0.113,0.252,0.467,0.779
8,32,actor_04,jumping,Spine,0.282,1.436,0.234,76.42,20.04,60.18,0.288,0.455,0.204,0.779
8,32,actor_04,jumping,LeftHand,-0.336,1.406,-0.39,26.17,81.58,88.57,0.102,0.404,0.131,0.779
8,32,actor_04,jumping,RightHand,-0.369,1.715,0.416,16.32,87.88,34.87,0.387,0.189,0.364,0.779
8,32,actor_04,jumping,LeftFoot,0.144,1.876,0.164,3.01,13.78,33.95,0.482,0.231,0.49,0.779
8,32,actor_04,jumping,RightFoot,0.431,1.451,0.759,83.66,6.62,9.91,0.116,0.184,0.416,0.779
8,33,actor_04,jumping,Head,0.306,1.677,0.346,6.68,44.8,48.48,0.286,0.25,0.203,0.779
8,33,actor_04,jumping,Spine,-0.463,1.448,0.277,15.85,29.6,10.98,0.467,0.249,0.472,0.779
8,33,actor_04,jumping,LeftHand,-0.455,1.412,-0.233,34.81,20.19,4.27,0.401,0.486,0.457,0.779
8,33,actor_04,jumping,RightHand,-0.639,1.541,0.153,37.43,52.21,18.6,0.156,0.498,0.398,0.779
8,33,actor_04,jumping,LeftFoot,0.328,1.425,-0.382,85.27,26.37,17.54,0.174,0.303,0.128,0.779
8,33,actor_04,jumping,RightFoot,-0.726,1.293,-0.059,63.37,59.75,4.55,0.32,0.327,0.155,0.779
8,34,actor_04,jumping,Head,0.233,1.541,0.167,64.24,27.0,4.17,0.169,0.293,0.45,0.779
8,34,actor_04,jumping,Spine,0.386,1.373,0.469,64.23,63.94,27.99,0.444,0.153,0.459,0.779
8,34,actor_04,jumping,LeftHand,-1.107,1.334,0.424,41.95,32.13,22.16,0.135,0.137,0.285,0.779
8,34,actor_04,jumping,RightHand,0.127,1.587,-0.56,16.86,81.59,23.27,0.11,0.46,0.259,0.779
8,34,actor_04,jumping,LeftFoot,0.181,1.353,-0.01,47.07,43.35,26.44,0.432,0.218,0.37,0.779
8,34,actor_04,jumping,RightFoot,0.208,1.333,-0.407,70.73,28.29,1.25,0.288,0.236,0.305,0.779
8,35,actor_04,jumping,Head,0.431,1.332,-1.054,1.97,60.89,60.82,0.224,0.483,0.405,0.779
8,35,actor_04,jumping,Spine,-0.337,1.642,-0.435,46.9,81.91,65.96,0.354,0.499,0.11,0.779
8,35,actor_04,jumping,LeftHand,0.902,1.265,-0.539,55.45,28.79,12.3,0.358,0.295,0.281,0.779
8,35,actor_04,jumping,RightHand,0.445,1.336,-0.372,32.72,68.43,10.4,0.43,0.355,0.469,0.779
8,35,actor_04,jumping,LeftFoot,-0.222,1.81,0.5,37.41,13.38,51.03,0.499,0.209,0.317,0.779
8,35,actor_04,jumping,RightFoot,-0.205,1.546,-0.59,5.72,35.92,45.05,0.294,0.431,0.406,0.779
8,36,actor_04,jumping,Head,0.114,1.52,0.088,72.47,54.72,79.02,0.183,0.497,0.454,0.779
8,36,actor_04,jumping,Spine,0.21,1.587,0.525,84.75,46.16,13.09,0.24,0.278,0.234,0.779
8,36,actor_04,jumping,LeftHand,-0.74,1.517,0.501,65.71,17.86,11.92,0.476,0.428,0.251,0.779
8,36,actor_04,jumping,RightHand,-0.123,1.439,0.842,8.69,64.5,47.63,0.442,0.281,0.261,0.779
8,36,actor_04,jumping,LeftFoot,-0.324,1.227,0.287,19.84,72.55,32.57,0.141,0.371,0.439,0.779
8,36,actor_04,jumping,RightFoot,-0.53,1.479,-0.055,80.17,69.59,44.44,0.203,0.472,0.364,0.779
8,37,actor_04,jumping,Head,-0.229,1.332,0.314,83.41,80.61,28.83,0.487,0.193,0.339,0.779
8,37,actor_04,jumping,Spine,-1.218,1.402,0.288,26.17,13.02,87.43,0.427,0.19,0.211,0.779
8,37,actor_04,jumping,LeftHand,-0.219,1.678,-0.034,67.64,77.7,50.97,0.321,0.424,0.472,0.779
8,37,actor_04,jumping,RightHand,0.709,1.674,-0.228,9.93,53.4,73.44,0.187,0.245,0.303,0.779
8,37,actor_04,jumping,LeftFoot,0.64,1.318,-0.172,49.09,67.71,3.77,0.321,0.407,0.139,0.779
8,37,actor_04,jumping,RightFoot,-0.282,1.385,0.155,74.24,69.04,65.18,0.454,0.252,0.421,0.779
8,38,actor_04,jumping,Head,1.35,1.769,0.996,73.65,4.32,0.25,0.231,0.17,0.376,0.779
8,38,actor_04,jumping,Spine,0.383,1.651,-0.186,11.24,62.15,75.45,0.16,0.298,0.466,0.779
8,38,actor_04,jumping,LeftHand,0.529,1.204,1.265,29.62,45.4,6.67,0.234,0.367,0.219,0.779
8,38,actor_04,jumping,RightHand,-0.549,1.413,0.329,81.9,88.6,55.09,0.294,0.13,0.497,0.779
8,38,actor_04,jumping,LeftFoot,0.103,1.399,-0.511,63.33,83.87,25.11,0.156,0.468,0.195,0.779
8,38,actor_04,jumping,RightFoot,-0.101,1.378,0.733,51.92,32.94,41.12,0.443,0.225,0.111,0.779
8,39,actor_04,jumping,Head,-0.444,1.388,-0.292,15.27,56.27,89.86,0.226,0.328,0.47,0.779
8,39,actor_04,jumping,Spine,-0.812,1.708,0.154,52.77,57.88,19.63,0.324,0.214,0.364,0.779
8,39,actor_04,jumping,LeftHand,-0.222,1.168,-0.263,48.26,33.3,56.05,0.457,0.319,0.235,0.779
8,39,actor_04,jumping,RightHand,1.02,1.972,-0.602,54.34,36.53,32.22,0.458,0.474,0.362,0.779
8,39,actor_04,jumping,LeftFoot,-0.383,1.582,0.502,56.43,26.78,73.11,0.323,0.153,0.286,0.779
8,39,actor_04,jumping,RightFoot,-0.782,1.369,-0.314,55.72,4.55,20.46,0.484,0.15,0.373,0.779
8,40,actor_04,jumping,Head,-0.26,1.526,0.237,66.23,21.74,33.39,0.318,0.441,0.128,0.779
8,40,actor_04,jumping,Spine,0.176,1.638,-0.539,28.01,74.59,46.8,0.397,0.262,0.198,0.779
8,40,actor_04,jumping,LeftHand,-0.404,1.399,-1.295,49.2,66.21,48.95,0.358,0.375,0.12,0.779
8,40,actor_04,jumping,RightHand,0.463,1.685,0.518,23.16,6.39,77.13,0.224,0.191,0.142,0.779
8,40,actor_04,jumping,LeftFoot,0.73,1.713,0.699,33.52,40.15,12.4,0.365,0.264,0.194,0.779
8,40,actor_04,jumping,RightFoot,-0.487,1.641,0.755,47.68,79.39,25.6,0.499,0.427,0.227,0.779
8,41,actor_04,jumping,Head,0.216,1.606,-0.06,84.65,57.13,27.77,0.368,0.405,0.167,0.779
8,41,actor_04,jumping,Spine,-0.125,1.224,0.968,84.5,43.32,7.14,0.391,0.471,0.275,0.779
8,41,actor_04,jumping,LeftHand,0.502,1.487,0.851,35.35,74.54,8.82,0.411,0.475,0.483,0.779
8,41,actor_04,jumping,RightHand,0.753,1.362,-0.489,50.25,21.99,57.9,0.126,0.271,0.47,0.779
8,41,actor_04,jumping,LeftFoot,0.864,1.508,-0.102,14.32,83.53,80.32,0.325,0.296,0.452,0.779
8,41,actor_04,jumping,RightFoot,-0.472,1.944,0.276,50.49,56.93,4.89,0.181,0.268,0.271,0.779
8,42,actor_04,jumping,Head,-0.32,1.535,0.1,43.54,31.69,82.2,0.393,0.202,0.406,0.779
8,42,actor_04,jumping,Spine,0.593,1.365,0.183,36.93,63.6,87.83,0.333,0.41,0.276,0.779
8,42,actor_04,jumping,LeftHand,0.578,1.772,-0.2,81.35,15.79,44.82,0.451,0.217,0.291,0.779
8,42,actor_04,jumping,RightHand,0.073,1.637,0.132,54.69,40.23,57.05,0.102,0.138,0.152,0.779
8,42,actor_04,jumping,LeftFoot,-0.611,1.619,0.128,61.77,60.93,57.67,0.102,0.496,0.385,0.779
8,42,actor_04,jumping,RightFoot,0.268,1.248,0.924,82.57,50.59,60.05,0.199,0.389,0.174,0.779
8,43,actor_04,jumping,Head,-0.478,1.271,0.711,12.17,21.51,48.03,0.27,0.195,0.405,0.779
8,43,actor_04,jumping,Spine,0.488,1.299,0.079,27.77,39.1,10.19,0.35,0.44,0.448,0.779
8,43,actor_04,jumping,LeftHand,-0.386,1.416,0.009,63.89,24.42,46.81,0.27,0.441,0.446,0.779
8,43,actor_04,jumping,RightHand,-0.249,1.25,-0.216,52.04,22.09,19.82,0.419,0.465,0.348,0.779
8,43,actor_04,jumping,LeftFoot,1.117,1.88,0.539,49.34,84.2,75.01,0.116,0.124,0.445,0.779
8,43,actor_04,jumping,RightFoot,0.325,1.36,-0.977,77.96,48.21,44.16,0.19,0.329,0.28,0.779
8,44,actor_04,jumping,Head,-0.007,1.198,-0.41,81.84,88.92,39.01,0.467,0.438,0.2,0.779
8,44,actor_04,jumping,Spine,0.421,1.196,-1.443,3.54,18.97,7.35,0.312,0.278,0.124,0.779
8,44,actor_04,jumping,LeftHand,-0.398,1.34,-0.622,23.17,46.7,47.48,0.38,0.202,0.455,0.779
8,44,actor_04,jumping,RightHand,0.135,1.452,-0.35,56.86,83.93,40.95,0.306,0.142,0.296,0.779
8,44,actor_04,jumping,LeftFoot,-0.114,1.697,-0.438,12.4,72.04,88.64,0.41,0.345,0.192,0.779
8,44,actor_04,jumping,RightFoot,-0.717,1.522,0.049,15.43,86.79,37.63,0.182,0.468,0.226,0.779
8,45,actor_04,jumping,Head,-0.188,1.541,0.272,33.61,32.74,51.18,0.294,0.398,0.335,0.779
8,45,actor_04,jumping,Spine,1.892,1.27,-0.343,35.32,79.25,55.04,0.404,0.411,0.456,0.779
8,45,actor_04,jumping,LeftHand,-0.135,1.286,-1.21,19.87,1.0,3.15,0.474,0.228,0.423,0.779
8,45,actor_04,jumping,RightHand,-1.136,1.82,0.889,7.22,18.8,3.82,0.193,0.441,0.119,0.779
8,45,actor_04,jumping,LeftFoot,0.947,2.006,0.635,25.93,61.01,30.34,0.218,0.122,0.499,0.779
8,45,actor_04,jumping,RightFoot,-0.531,1.668,0.068,9.42,36.5,44.47,0.355,0.245,0.443,0.779
8,46,actor_04,jumping,Head,0.419,0.921,0.019,42.79,39.9,66.99,0.367,0.144,0.301,0.779
8,46,actor_04,jumping,Spine,-0.341,1.223,-0.317,11.87,41.07,80.56,0.13,0.303,0.167,0.779
8,46,actor_04,jumping,LeftHand,-0.424,1.32,-0.626,57.18,24.62,26.1,0.195,0.395,0.118,0.779
8,46,actor_04,jumping,RightHand,0.945,1.529,-0.478,12.77,71.81,35.1,0.192,0.197,0.111,0.779
8,46,actor_04,jumping,LeftFoot,-0.585,1.512,0.613,54.56,88.66,42.88,0.131,0.33,0.457,0.779
8,46,actor_04,jumping,RightFoot,0.08,1.306,0.547,9.4,20.62,26.3,0.247,0.252,0.336,0.779
8,47,actor_04,jumping,Head,-0.041,1.324,-0.51,48.72,78.14,8.17,0.297,0.181,0.1,0.779
8,47,actor_04,jumping,Spine,0.427,1.574,-0.761,34.42,47.09,46.86,0.399,0.117,0.23,0.779
8,47,actor_04,jumping,LeftHand,0.548,1.358,0.197,7.31,86.65,7.23,0.238,0.196,0.272,0.779
8,47,actor_04,jumping,RightHand,0.435,1.48,1.217,83.19,35.34,74.63,0.435,0.308,0.304,0.779
8,47,actor_04,jumping,LeftFoot,0.302,1.347,-0.064,72.2,14.49,6.58,0.261,0.204,0.104,0.779
8,47,actor_04,jumping,RightFoot,-0.389,1.498,-0.513,45.89,5.43,50.18,0.125,0.38,0.492,0.779
8,48,actor_04,jumping,Head,0.002,1.678,-0.982,14.13,52.7,22.13,0.475,0.308,0.242,0.779
8,48,actor_04,jumping,Spine,0.188,1.862,0.655,18.06,65.76,53.76,0.156,0.248,0.355,0.779
8,48,actor_04,jumping,LeftHand,-0.111,1.09,0.178,73.67,52.81,18.98,0.489,0.327,0.398,0.779
8,48,actor_04,jumping,RightHand,-0.657,1.392,-0.373,4.58,46.29,18.12,0.19,0.233,0.328,0.779
8,48,actor_04,jumping,LeftFoot,0.828,1.807,0.534,10.86,23.72,70.52,0.261,0.241,0.354,0.779
8,48,actor_04,jumping,RightFoot,0.816,1.635,-0.249,70.8,15.07,51.3,0.222,0.177,0.435,0.779
8,49,actor_04,jumping,Head,-0.347,1.178,0.929,44.35,24.22,7.81,0.2,0.218,0.343,0.779
8,49,actor_04,jumping,Spine,0.8,1.453,0.02,61.41,89.84,9.17,0.378,0.212,0.133,0.779
8,49,actor_04,jumping,LeftHand,0.908,1.361,-0.104,72.88,43.81,30.15,0.392,0.465,0.278,0.779
8,49,actor_04,jumping,RightHand,-0.032,1.558,-1.227,15.17,62.12,49.25,0.31,0.139,0.354,0.779
8,49,actor_04,jumping,LeftFoot,0.228,1.68,0.468,61.51,75.43,16.89,0.471,0.163,0.128,0.779
8,49,actor_04,jumping,RightFoot,0.85,1.467,0.767,42.86,48.22,33.68,0.271,0.216,0.413,0.779
8,50,actor_04,jumping,Head,-0.339,1.698,-0.311,74.1,71.04,50.5,0.461,0.339,0.178,0.779
8,50,actor_04,jumping,Spine,0.396,1.743,-0.056,67.2,69.74,46.05,0.161,0.312,0.284,0.779
8,50,actor_04,jumping,LeftHand,0.274,1.255,0.163,41.2,64.12,52.53,0.376,0.405,0.167,0.779
8,50,actor_04,jumping,RightHand,0.067,1.384,-0.177,19.58,49.6,69.68,0.24,0.191,0.394,0.779
8,50,actor_04,jumping,LeftFoot,-0.432,1.82,0.83,84.92,24.03,19.45,0.349,0.182,0.394,0.779
8,50,actor_04,jumping,RightFoot,0.251,1.377,0.616,5.39,64.25,4.34,0.284,0.114,0.342,0.779
9,1,actor_07,waving,Head,-0.263,1.359,0.088,52.17,19.76,66.57,0.306,0.392,0.385,0.7
9,1,actor_07,waving,Spine,-0.22,1.584,0.728,83.62,13.87,34.83,0.329,0.278,0.219,0.7
9,1,actor_07,waving,LeftHand,0.429,1.52,-0.59,74.01,6.79,22.11,0.199,0.344,0.394,0.7
9,1,actor_07,waving,RightHand,0.088,1.525,0.319,6.39,13.63,7.01,0.258,0.434,0.385,0.7
9,1,actor_07,waving,LeftFoot,0.491,1.664,0.21,61.88,0.99,60.85,0.146,0.48,0.373,0.7
9,1,actor_07,waving,RightFoot,-0.393,1.261,-0.288,32.58,23.24,40.46,0.14,0.467,0.125,0.7
9,2,actor_07,waving,Head,-0.201,1.193,0.136,21.14,5.09,77.01,0.146,0.369,0.366,0.7
9,2,actor_07,waving,Spine,-1.246,1.505,-0.446,52.67,30.06,30.85,0.433,0.34,0.292,0.7
9,2,actor_07,waving,LeftHand,-0.068,1.117,-0.668,36.42,25.93,46.18,0.337,0.345,0.444,0.7
9,2,actor_07,waving,RightHand,-0.436,1.244,0.36,75.03,18.49,73.28,0.104,0.246,0.498,0.7
9,2,actor_07,waving,LeftFoot,0.151,1.749,0.896,88.11,68.68,18.38,0.107,0.433,0.315,0.7
9,2,actor_07,waving,RightFoot,-0.356,1.649,-0.187,63.93,73.01,6.6,0.191,0.14,0.407,0.7
9,3,actor_07,waving,Head,0.987,1.513,-0.108,71.76,29.03,59.63,0.159,0.202,0.127,0.7
9,3,actor_07,waving,Spine,-0.21,1.47,-0.116,3.48,83.58,83.85,0.236,0.333,0.45,0.7
9,3,actor_07,waving,LeftHand,0.271,1.297,-0.314,9.01,32.74,84.12,0.462,0.489,0.379,0.7
9,3,actor_07,waving,RightHand,-0.197,1.63,-0.572,73.09,14.55,74.82,0.372,0.202,0.349,0.7
9,3,actor_07,waving,LeftFoot,0.634,1.288,-0.046,45.11,56.83,76.38,0.468,0.282,0.445,0.7
9,3,actor_07,waving,RightFoot,0.383,1.563,0.253,85.65,37.31,21.56,0.356,0.443,0.47,0.7
9,4,actor_07,waving,Head,-0.731,1.971,0.329,79.59,14.95,32.68,0.271,0.167,0.498,0.7
9,4,actor_07,waving,Spine,-0.171,1.35,-0.518,64.08,66.88,70.05,0.285,0.199,0.198,0.7
9,4,actor_07,waving,LeftHand,0.252,1.441,-0.396,2.02,81.65,50.64,0.396,0.207,0.195,0.7
9,4,actor_07,waving,RightHand,-0.167,1.773,0.034,21.66,1.28,16.22,0.224,0.316,0.169,0.7
9,4,actor_07,waving,LeftFoot,-0.196,1.009,0.497,25.96,34.38,26.48,0.256,0.435,0.451,0.7
9,4,actor_07,waving,RightFoot,-0.605,1.682,0.01,19.15,24.15,61.27,0.459,0.227,0.274,0.7
9,5,actor_07,waving,Head,0.326,1.49,0.725,27.8,32.72,39.59,0.181,0.316,0.463,0.7
9,5,actor_07,waving,Spine,0.343,1.477,-0.104,18.65,60.26,80.32,0.414,0.325,0.388,0.7
9,5,actor_07,waving,LeftHand,0.023,1.804,0.735,23.13,72.79,39.61,0.153,0.452,0.152,0.7
9,5,actor_07,waving,RightHand,-0.64,1.648,-0.108,42.2,22.02,31.36,0.156,0.233,0.473,0.7
9,5,actor_07,waving,LeftFoot,1.018,1.596,-0.12,24.08,27.01,22.71,0.41,0.133,0.31,0.7
9,5,actor_07,waving,RightFoot,0.108,1.786,-0.802,61.36,34.93,87.84,0.136,0.408,0.302,0.7
9,6,actor_07,waving,Head,-0.032,1.099,-1.245,72.83,82.52,16.53,0.224,0.141,0.165,0.7
9,6,actor_07,waving,Spine,0.924,1.525,-0.199,71.35,0.73,51.67,0.311,0.171,0.17,0.7
9,6,actor_07,waving,LeftHand,-1.331,1.833,-0.006,2.05,10.41,13.23,0.463,0.401,0.209,0.7
9,6,actor_07,waving,RightHand,-0.676,1.142,-0.487,13.19,81.2,82.28,0.43,0.21,0.2,0.7
9,6,actor_07,waving,LeftFoot,-0.394,1.66,0.31,36.85,43.2,41.31,0.324,0.26,0.438,0.7
9,6,actor_07,waving,RightFoot,0.39,1.434,0.194,56.37,25.39,44.19,0.136,0.486,0.329,0.7
9,7,actor_07,waving,Head,0.03,1.38,0.464,16.84,63.6,9.33,0.109,0.11,0.391,0.7
9,7,actor_07,waving,Spine,0.355,1.205,-0.409,22.39,69.66,13.42,0.358,0.168,0.313,0.7
9,7,actor_07,waving,LeftHand,-0.197,1.471,0.582,68.6,54.29,39.13,0.248,0.22,0.216,0.7
9,7,actor_07,waving,RightHand,-0.199,1.465,1.315,10.23,10.48,67.81,0.271,0.223,0.236,0.7
9,7,actor_07,waving,LeftFoot,-0.236,1.714,-0.634,52.07,29.37,87.99,0.327,0.421,0.197,0.7
9,7,actor_07,waving,RightFoot,0.638,1.622,0.097,86.63,53.35,6.23,0.47,0.278,0.235,0.7
9,8,actor_07,waving,Head,-0.302,1.551,0.811,84.03,48.18,81.97,0.132,0.42,0.273,0.7
9,8,actor_07,waving,Spine,-0.138,1.215,0.151,52.55,72.17,50.85,0.335,0.434,0.158,0.7
9,8,actor_07,waving,LeftHand,0.005,1.167,-0.266,52.0,58.8,4.56,0.421,0.365,0.463,0.7
9,8,actor_07,waving,RightHand,0.365,1.841,1.441,63.19,34.76,67.14,0.41,0.276,0.448,0.7
9,8,actor_07,waving,LeftFoot,-0.001,1.438,1.078,54.05,33.88,9.93,0.461,0.257,0.285,0.7
9,8,actor_07,waving,RightFoot,0.448,1.647,0.5,67.3,82.77,75.67,0.127,0.369,0.162,0.7
9,9,actor_07,waving,Head,-0.031,1.406,-0.29,35.73,8.02,0.24,0.223,0.115,0.323,0.7
9,9,actor_07,waving,Spine,0.307,1.624,-0.13,20.88,46.04,29.53,0.302,0.115,0.346,0.7
9,9,actor_07,waving,LeftHand,-0.15,1.603,-0.198,8.93,1.46,23.09,0.27,0.476,0.334,0.7
9,9,actor_07,waving,RightHand,-0.789,1.17,0.235,30.6,18.88,78.48,0.112,0.426,0.253,0.7
9,9,actor_07,waving,LeftFoot,-0.315,1.571,0.68,8.14,70.62,65.66,0.173,0.14,0.155,0.7
9,9,actor_07,waving,RightFoot,0.255,1.498,0.069,87.06,84.37,7.06,0.389,0.302,0.321,0.7
9,10,actor_07,waving,Head,-0.367,1.325,0.021,78.9,70.74,53.53,0.491,0.481,0.371,0.7
9,10,actor_07,waving,Spine,0.247,1.534,0.537,47.87,63.41,79.16,0.231,0.16,0.188,0.7
9,10,actor_07,waving,LeftHand,-0.341,1.398,-0.26,10.09,0.43,7.87,0.43,0.459,0.164,0.7
9,10,actor_07,waving,RightHand,0.767,1.504,0.474,75.18,33.54,88.25,0.43,0.362,0.261,0.7
9,10,actor_07,waving,LeftFoot,0.483,1.332,-0.106,43.36,26.25,21.06,0.487,0.225,0.343,0.7
9,10,actor_07,waving,RightFoot,-0.555,1.256,-0.921,63.4,55.03,88.41,0.34,0.107,0.31,0.7
9,11,actor_07,waving,Head,0.121,1.411,0.04,9.79,1.32,29.49,0.364,0.202,0.192,0.7
9,11,actor_07,waving,Spine,0.312,1.349,0.017,62.67,82.88,39.84,0.115,0.39,0.212,0.7
